smiles,name
O=C(N([H])CC(C)C)\C=C/C=C\CCC1=CC=C2C(OCO2)=C1,"(3Z,5Z)-N-isobutyl-8-(30,40-methylenedioxy-phenyl)-heptadienamide"
COC1=C(/C=C\C(N3CCCC3)=O)C=C(OCO2)C2=C1,"N-[3-(6'-methoxy-3',4'-methy-lenedioxyphenyl)-2(Z)-propenoyl]pyrrolidine"
COC1=C(/C=C\C(N3CCCC3)=O)C=C(OCO2)C2=C1,"N-[3-(6'-methoxy-3',4'-methy-lenedioxyphenyl)-2(Z)-propenoyl]pyrrolidine"
COC1=C(/C=C\C(N3CCCC3)=O)C=C(OCO2)C2=C1,"N-[3-(6'-methoxy-3',4'-methy-lenedioxyphenyl)-2(Z)-propenoyl]pyrrolidine"
O=C(N([H])CC(C)C)/C=C/C1=CC(OCO2)=C2C=C1,Fagaramide
O=C(N([H])CC(C)C)/C=C/C1=CC(OCO2)=C2C=C1,Fagaramide
O=C(N([H])CC(C)C)/C=C/C1=CC(OCO2)=C2C=C1,Fagaramide
COC1=C(OC)C(OC)=CC(/C=C/C(OC)=O)=C1,"Methyl (E)-6,7,8-trimethoxycinnamate"
COC1=C(OC)C(OC)=CC(/C=C/C(OC)=O)=C1,"Methyl (E)-6,7,8-trimethoxycinnamate"
COC1=C(OC)C(OC)=CC(/C=C/C(OC)=O)=C1,"Methyl (E)-6,7,8-trimethoxycinnamate"
O=C(N3CCCC3)/C=C/C=C/C1=CC=C2C(OCO2)=C1,"Piperyline, N-[10-(13,14-methylenedioxyphenyl)-7(E),9(E)-pentadienoyl]-pyrrolidine"
O=C(N3CCCC3)/C=C/C=C/C1=CC=C2C(OCO2)=C1,"Piperyline, N-[10-(13,14-methylenedioxyphenyl)-7(E),9(E)-pentadienoyl]-pyrrolidine"
O=C(N3CCCC3)/C=C/C=C/C1=CC=C2C(OCO2)=C1,"Piperyline, N-[10-(13,14-methylenedioxyphenyl)-7(E),9(E)-pentadienoyl]-pyrrolidine"
O=C(N3CCCC3)CCCCC1=CC=C2C(OCO2)=C1,"Tetrahydropiperyline, N-[10-(13,14-methylenedioxyphenyl)-pentanoyl]-pyrrolidine"
O=C(N3CCCC3)CCCCC1=CC=C2C(OCO2)=C1,"Tetrahydropiperyline, N-[10-(13,14-methylenedioxyphenyl)-pentanoyl]-pyrrolidine"
O=C(N3CCCC3)CCCCC1=CC=C2C(OCO2)=C1,"Tetrahydropiperyline, N-[10-(13,14-methylenedioxyphenyl)-pentanoyl]-pyrrolidine"
O=C(N3CCCC3)/C=C/C=C\C1=CC=C2C(OCO2)=C1,"N-[10-(13,14-methylenedioxyphenyl)-7(E),9(Z)-pentadienoyl]-pyrrolidine"
O=C(N3CCCC3)/C=C/C=C\C1=CC=C2C(OCO2)=C1,"N-[10-(13,14-methylenedioxyphenyl)-7(E),9(Z)-pentadienoyl]-pyrrolidine"
O=C(N3CCCC3)/C=C/C=C\C1=CC=C2C(OCO2)=C1,"N-[10-(13,14-methylenedioxyphenyl)-7(E),9(Z)-pentadienoyl]-pyrrolidine"
CC(O)/C=C/C(C)=C/C(NCC(C(C(CNC(/C=C(C)/C=C/C(O)C)=O)(C)C)=O)(C)C)=O,Arboreumine
CC(O)/C=C/C(C)=C/C(NCC(C(C(CNC(/C=C(C)/C=C/C(O)C)=O)(C)C)=O)(C)C)=O,Arboreumine
O=C(N3CCCC3)/C=C/CCC1=CC=C2C(OCO2)=C1,"N-[10- (13,14-methylenedioxyphenyl)-7(E)-pentaenoyl]-pyrrolidine"
O=C(N3CCCC3)/C=C/CCC1=CC=C2C(OCO2)=C1,"N-[10- (13,14-methylenedioxyphenyl)-7(E)-pentaenoyl]-pyrrolidine"
O=C(N3CCCC3)/C=C/CCC1=CC=C2C(OCO2)=C1,"N-[10- (13,14-methylenedioxyphenyl)-7(E)-pentaenoyl]-pyrrolidine"
O=C(N3CCCC3)/C=C/CCC1=CC=C2C(OCO2)=C1,"N-[10- (13,14-methylenedioxyphenyl)-7(E)-pentaenoyl]-pyrrolidine"
COC1=C(OC)C(OC)=CC(CCC(OC)=O)=C1,"Methyl 6,7,8-trimethoxydihydrocinnamate"
COC1=C(OC)C(OC)=CC(CCC(OC)=O)=C1,"Methyl 6,7,8-trimethoxydihydrocinnamate"
COC1=C(OC)C(OC)=CC(CCC(OC)=O)=C1,"Methyl 6,7,8-trimethoxydihydrocinnamate"
,
,
,
CC1=C(C/C=C(C)/C)C(O)=C2C(OC(/C=C/C=C(C)/C)(C)CC2)=C1,Clusifoliol
CC1=C(C/C=C(C)/C)C(O)=C2C(OC(/C=C/C=C(C)/C)(C)CC2)=C1,Clusifoliol
CC1=C(C/C=C(C)/C)C(O)=C2C(OC(/C=C/C=C(C)/C)(C)CC2)=C1,Clusifoliol
CC1=C(C/C=C(C)/C)C(O)=C2C(OC(/C=C/C=C(C)/C)(C)CC2)=C1,Clusifoliol
COC1=C(OCO4)C4=C[C@]([C@H]3[C@@]2([H])CO[C@H]([C@@]5=CC(OC)=C(OC)C(OC)=C5)[C@]([H])2CO3)=C1,2-Episesalatin
COC1=C(OCO4)C4=C[C@]([C@H]3[C@@]2([H])CO[C@H]([C@@]5=CC(OC)=C(OC)C(OC)=C5)[C@]([H])2CO3)=C1,2-Episesalatin
COC1=C(OCO4)C4=C[C@]([C@H]3[C@@]2([H])CO[C@H]([C@@]5=CC(OC)=C(OC)C(OC)=C5)[C@]([H])2CO3)=C1,2-Episesalatin
COC1=C(OCO4)C4=C[C@@]([C@@H]3[C@@]2([H])CO[C@H]([C@@]5=CC(OC)=C(OC)C(OC)=C5)[C@]([H])2CO3)=C1,Sesartemin
COC1=C(OCO4)C4=C[C@@]([C@@H]3[C@@]2([H])CO[C@H]([C@@]5=CC(OC)=C(OC)C(OC)=C5)[C@]([H])2CO3)=C1,Sesartemin
COC1=C(OCO4)C4=C[C@@]([C@@H]3[C@@]2([H])CO[C@H]([C@@]5=CC(OC)=C(OC)C(OC)=C5)[C@]([H])2CO3)=C1,Sesartemin
COC2=CC(O)=C1C(C=C(C5=CC=C(OC)C=C5)OC1=[C@@]2[C@@H]([C@@H]3O[C@@H]([C@@H]4O)O[C@@H](C)[C@H](O)[C@H]4O)O[C@H](CO)[C@@H](O)[C@@H]3O)=O,Isoswertisin-4'-methyl-ether-2''α-L-rhamnoside
COC2=CC(O)=C1C(C=C(C5=CC=C(OC)C=C5)OC1=[C@@]2[C@@H]([C@@H]3O[C@@H]([C@@H]4O)O[C@@H](C)[C@H](O)[C@H]4O)O[C@H](CO)[C@@H](O)[C@@H]3O)=O,Isoswertisin-4'-methyl-ether-2''α-L-rhamnoside
COC2=CC(O)=C1C(C=C(C5=CC=C(OC)C=C5)OC1=[C@@]2[C@@H]([C@@H]3O[C@@H]([C@@H]4O)O[C@@H](C)[C@H](O)[C@H]4O)O[C@H](CO)[C@@H](O)[C@@H]3O)=O,Isoswertisin-4'-methyl-ether-2''α-L-rhamnoside
COC2=CC(O)=C1C(C=C(C5=CC=C(OC)C=C5)OC1=[C@@]2[C@@H]([C@@H]3O[C@@H]([C@@H]4O)O[C@@H](C)[C@H](O)[C@H]4O)O[C@H](CO)[C@@H](O)[C@@H]3O)=O,Isoswertisin-4'-methyl-ether-2''α-L-rhamnoside
COC3=CC(O)=C2C(C=C(OC2=[C@@]3[C@H](O[C@@H]([C@H]([C@@H]5O)O)CO)[C@@H]5O[C@H](O[C@H]([C@@H]([C@H]4O)O)C)[C@@H]4O)C1=CC=C(C=C1)O)=O,Isoswertisin-2''α1-L-rhamnoside
COC3=CC(O)=C2C(C=C(OC2=[C@@]3[C@H](O[C@@H]([C@H]([C@@H]5O)O)CO)[C@@H]5O[C@H](O[C@H]([C@@H]([C@H]4O)O)C)[C@@H]4O)C1=CC=C(C=C1)O)=O,Isoswertisin-2''α1-L-rhamnoside
COC3=CC(O)=C2C(C=C(OC2=[C@@]3[C@H](O[C@@H]([C@H]([C@@H]5O)O)CO)[C@@H]5O[C@H](O[C@H]([C@@H]([C@H]4O)O)C)[C@@H]4O)C1=CC=C(C=C1)O)=O,Isoswertisin-2''α1-L-rhamnoside
COC3=CC(O)=C2C(C=C(OC2=[C@@]3[C@H](O[C@@H]([C@H]([C@@H]5O)O)CO)[C@@H]5O[C@H](O[C@H]([C@@H]([C@H]4O)O)C)[C@@H]4O)C1=CC=C(C=C1)O)=O,Isoswertisin-2''α1-L-rhamnoside
O=C(O[C@@H]2CC(O)(C(OC)=O)C[C@@H](O)[C@H]2O)/C=C/C1=CC(O)=C(O)C=C1,"Methyl (3R,4R,5R)-3-{[(2E)-3-(3,4-dihydroxyphenyl)-2-propenoyl]oxy}-1,4,5-trihydroxycyclohexanecarboxylate"
O=C(O[C@@H]2CC(O)(C(OC)=O)C[C@@H](O)[C@H]2O)/C=C/C1=CC(O)=C(O)C=C1,"Methyl (3R,4R,5R)-3-{[(2E)-3-(3,4-dihydroxyphenyl)-2-propenoyl]oxy}-1,4,5-trihydroxycyclohexanecarboxylate"
O=C(O[C@@H]2CC(O)(C(OC)=O)C[C@@H](O)[C@H]2O)/C=C/C1=CC(O)=C(O)C=C1,"Methyl (3R,4R,5R)-3-{[(2E)-3-(3,4-dihydroxyphenyl)-2-propenoyl]oxy}-1,4,5-trihydroxycyclohexanecarboxylate"
,
O=C(\C=C/C2=CC(O)=C(O)C=C2)O[C@@H]1CC(O)(C(OC)=O)C[C@@H](O)[C@H]1O,"Methyl (3R,4R,5R)-3-{[(2Z)-3-(3,4-dihydroxyphenyl)-2-propenoyl]oxy}-1,4,5-trihydroxycyclohexanecarboxylate"
O=C(\C=C/C2=CC(O)=C(O)C=C2)O[C@@H]1CC(O)(C(OC)=O)C[C@@H](O)[C@H]1O,"Methyl (3R,4R,5R)-3-{[(2Z)-3-(3,4-dihydroxyphenyl)-2-propenoyl]oxy}-1,4,5-trihydroxycyclohexanecarboxylate"
O=C(\C=C/C2=CC(O)=C(O)C=C2)O[C@@H]1CC(O)(C(OC)=O)C[C@@H](O)[C@H]1O,"Methyl (3R,4R,5R)-3-{[(2Z)-3-(3,4-dihydroxyphenyl)-2-propenoyl]oxy}-1,4,5-trihydroxycyclohexanecarboxylate"
C\C(CC/C=C(C)\C)=C/C/N=C(N)\N,Nitensidine D
C\C(CC/C=C(C)\C)=C/C/N=C(N)\N,Nitensidine D
C\C(CC/C=C(C)\C)=C/C/N=C(N)\N,Nitensidine D
C\C(CC/C=C(C)\C)=C/C/N=C(N)\N,Nitensidine D
C\C(CC/C=C(C)\C)=C/C/N=C(N)\N,Nitensidine D
C\C(CC/C=C(C)\C)=C/C/N=C(N)\N,Nitensidine D
C\C(CC/C=C(C)\C)=C/C/N=C(N)\N,Nitensidine D
C\C(CC/C=C(C)\C)=C/C/N=C(N)\N,Nitensidine D
C\C(CC/C=C(C)\C)=C/C/N=C(N)\N,Nitensidine D
C\C(CC/C=C(C)\C)=C/C/N=C(N)\N,Nitensidine D
C\C(CC/C=C(C)\C)=C/C/N=C(N)\N,Nitensidine D
C\C(CC/C=C(C)\C)=C/C/N=C(N)\N,Nitensidine D
NC1=NCCC(/C=C/C=C(C)/C)(C)N1[H],Nitensidine E
NC1=NCCC(/C=C/C=C(C)/C)(C)N1[H],Nitensidine E
NC1=NCCC(/C=C/C=C(C)/C)(C)N1[H],Nitensidine E
NC1=NCCC(/C=C/C=C(C)/C)(C)N1[H],Nitensidine E
NC1=NCCC(/C=C/C=C(C)/C)(C)N1[H],Nitensidine E
NC1=NCCC(/C=C/C=C(C)/C)(C)N1[H],Nitensidine E
NC1=NCCC(/C=C/C=C(C)/C)(C)N1[H],Nitensidine E
NC1=NCCC(/C=C/C=C(C)/C)(C)N1[H],Nitensidine E
NC1=NCCC(/C=C/C=C(C)/C)(C)N1[H],Nitensidine E
NC1=NCCC(/C=C/C=C(C)/C)(C)N1[H],Nitensidine E
NC1=NCCC(/C=C/C=C(C)/C)(C)N1[H],Nitensidine E
NC1=NCCC(/C=C/C=C(C)/C)(C)N1[H],Nitensidine E
,
,
,
OC5=C4C(C(O[C@H](O[C@@H]([C@H]([C@@H]2O)O)CO[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)[C@@H]2O)=C(OC4=CC(O)=C5)C3=CC=C(C=C3)O)=O,Kaempferol-3-O-rutinoside
OC5=C4C(C(O[C@H](O[C@@H]([C@H]([C@@H]2O)O)CO[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)[C@@H]2O)=C(OC4=CC(O)=C5)C3=CC=C(C=C3)O)=O,Kaempferol-3-O-rutinoside
OC5=C4C(C(O[C@H](O[C@@H]([C@H]([C@@H]2O)O)CO[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)[C@@H]2O)=C(OC4=CC(O)=C5)C3=CC=C(C=C3)O)=O,Kaempferol-3-O-rutinoside
OC5=C4C(C(O[C@H](O[C@@H]([C@H]([C@@H]2O)O)CO[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)[C@@H]2O)=C(OC4=CC(O)=C5)C3=CC=C(C=C3)O)=O,Kaempferol-3-O-rutinoside
OC5=C4C(C(O[C@H](O[C@@H]([C@@H]([C@@H]2O)O)CO[C@H](O[C@H]([C@@H]([C@H]1O)O)C)[C@@H]1O)[C@@H]2O)=C(OC4=CC(O)=C5)C3=CC=C(C=C3)O)=O,Kaempferol-3-O-α-L-rhamnopyranosyl-(1→6)-β-D-galactopyranoside
OC5=C4C(C(O[C@H](O[C@@H]([C@@H]([C@@H]2O)O)CO[C@H](O[C@H]([C@@H]([C@H]1O)O)C)[C@@H]1O)[C@@H]2O)=C(OC4=CC(O)=C5)C3=CC=C(C=C3)O)=O,Kaempferol-3-O-α-L-rhamnopyranosyl-(1→6)-β-D-galactopyranoside
OC5=C4C(C(O[C@H](O[C@@H]([C@@H]([C@@H]2O)O)CO[C@H](O[C@H]([C@@H]([C@H]1O)O)C)[C@@H]1O)[C@@H]2O)=C(OC4=CC(O)=C5)C3=CC=C(C=C3)O)=O,Kaempferol-3-O-α-L-rhamnopyranosyl-(1→6)-β-D-galactopyranoside
OC5=C4C(C(O[C@H](O[C@@H]([C@@H]([C@@H]2O)O)CO[C@H](O[C@H]([C@@H]([C@H]1O)O)C)[C@@H]1O)[C@@H]2O)=C(OC4=CC(O)=C5)C3=CC=C(C=C3)O)=O,Kaempferol-3-O-α-L-rhamnopyranosyl-(1→6)-β-D-galactopyranoside
OC5=C4C(C(O[C@H](O[C@@H]([C@@H]([C@@H]2O)O)CO[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)[C@@H]2O)=C(OC4=CC(O)=C5[H])C3=CC=C(C(O)=C3)O)=O,Quercetin-3-O-α-L-rhamnopyranosyl-(1→6)-β-D-galactopyranoside
OC5=C4C(C(O[C@H](O[C@@H]([C@@H]([C@@H]2O)O)CO[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)[C@@H]2O)=C(OC4=CC(O)=C5[H])C3=CC=C(C(O)=C3)O)=O,Quercetin-3-O-α-L-rhamnopyranosyl-(1→6)-β-D-galactopyranoside
OC5=C4C(C(O[C@H](O[C@@H]([C@@H]([C@@H]2O)O)CO[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)[C@@H]2O)=C(OC4=CC(O)=C5[H])C3=CC=C(C(O)=C3)O)=O,Quercetin-3-O-α-L-rhamnopyranosyl-(1→6)-β-D-galactopyranoside
OC5=C4C(C(O[C@H](O[C@@H]([C@@H]([C@@H]2O)O)CO[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)[C@@H]2O)=C(OC4=CC(O)=C5[H])C3=CC=C(C(O)=C3)O)=O,Quercetin-3-O-α-L-rhamnopyranosyl-(1→6)-β-D-galactopyranoside
OC5=C4C(C(O[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1O)O)O)C)=C(OC4=CC(O)=C5O)C3=CC=C(C(O)=C3)O)=O,6-Hydroxy-rutin
OC5=C4C(C(O[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1O)O)O)C)=C(OC4=CC(O)=C5O)C3=CC=C(C(O)=C3)O)=O,6-Hydroxy-rutin
OC5=C4C(C(O[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1O)O)O)C)=C(OC4=CC(O)=C5O)C3=CC=C(C(O)=C3)O)=O,6-Hydroxy-rutin
OC5=C4C(C(O[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1O)O)O)C)=C(OC4=CC(O)=C5O)C3=CC=C(C(O)=C3)O)=O,6-Hydroxy-rutin
OC4=C3C(C(O[C@H](O[C@@H]([C@@H]([C@@H]1O)O)CO)[C@@H]1O)=C(OC3=CC(O)=C4)C2=CC=C(C=C2)O)=O,Kaempferol-3-O-D-galactopyranoside
OC4=C3C(C(O[C@H](O[C@@H]([C@@H]([C@@H]1O)O)CO)[C@@H]1O)=C(OC3=CC(O)=C4)C2=CC=C(C=C2)O)=O,Kaempferol-3-O-D-galactopyranoside
OC4=C3C(C(O[C@H](O[C@@H]([C@@H]([C@@H]1O)O)CO)[C@@H]1O)=C(OC3=CC(O)=C4)C2=CC=C(C=C2)O)=O,Kaempferol-3-O-D-galactopyranoside
OC4=C3C(C(O[C@H](O[C@@H]([C@@H]([C@@H]1O)O)CO)[C@@H]1O)=C(OC3=CC(O)=C4)C2=CC=C(C=C2)O)=O,Kaempferol-3-O-D-galactopyranoside
OC4=C3C(C(O[C@H](O[C@@H]([C@H]([C@@H]1O)O)CO)[C@@H]1O)=C(OC3=CC(O)=C4)C2=CC=C(C=C2)O)=O,Kaempferol-3-O-D-glucopyranoside
OC4=C3C(C(O[C@H](O[C@@H]([C@H]([C@@H]1O)O)CO)[C@@H]1O)=C(OC3=CC(O)=C4)C2=CC=C(C=C2)O)=O,Kaempferol-3-O-D-glucopyranoside
OC4=C3C(C(O[C@H](O[C@@H]([C@H]([C@@H]1O)O)CO)[C@@H]1O)=C(OC3=CC(O)=C4)C2=CC=C(C=C2)O)=O,Kaempferol-3-O-D-glucopyranoside
OC4=C3C(C(O[C@H](O[C@@H]([C@H]([C@@H]1O)O)CO)[C@@H]1O)=C(OC3=CC(O)=C4)C2=CC=C(C=C2)O)=O,Kaempferol-3-O-D-glucopyranoside
OC6=C5C(C(O[C@H](O[C@@H]([C@H]([C@@H]3O)O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)CO[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O)O)O)CO)[C@@H]3O)=C(OC5=CC(O)=C6[H])C4=CC=C(C([H])=C4)O)=O,Kaempferol-3-O-α-L-rhamnopyranosyl-(1-6)-α-L-rhamnopyranosyl-(1-4)-β-D-glucopyranoside
OC6=C5C(C(O[C@H](O[C@@H]([C@H]([C@@H]3O)O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)CO[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O)O)O)CO)[C@@H]3O)=C(OC5=CC(O)=C6[H])C4=CC=C(C([H])=C4)O)=O,Kaempferol-3-O-α-L-rhamnopyranosyl-(1-6)-α-L-rhamnopyranosyl-(1-4)-β-D-glucopyranoside
OC6=C5C(C(O[C@H](O[C@@H]([C@H]([C@@H]3O)O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)CO[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O)O)O)CO)[C@@H]3O)=C(OC5=CC(O)=C6[H])C4=CC=C(C([H])=C4)O)=O,Kaempferol-3-O-α-L-rhamnopyranosyl-(1-6)-α-L-rhamnopyranosyl-(1-4)-β-D-glucopyranoside
OC6=C5C(C(O[C@H](O[C@@H]([C@H]([C@@H]3O)O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)CO[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O)O)O)CO)[C@@H]3O)=C(OC5=CC(O)=C6[H])C4=CC=C(C([H])=C4)O)=O,Kaempferol-3-O-α-L-rhamnopyranosyl-(1-6)-α-L-rhamnopyranosyl-(1-4)-β-D-glucopyranoside
O[C@@H]1[C@H](Oc2c(C1)c(O)cc(c2)O)c1cc(O)c(cc1)O,"Catechin, Ent-catechin"
O[C@@H]1[C@H](Oc2c(C1)c(O)cc(c2)O)c1cc(O)c(cc1)O,"Catechin, Ent-catechin"
O[C@@H]1[C@H](Oc2c(C1)c(O)cc(c2)O)c1cc(O)c(cc1)O,"Catechin, Ent-catechin"
O[C@@H]1[C@H](Oc2c(C1)c(O)cc(c2)O)c1cc(O)c(cc1)O,"Catechin, Ent-catechin"
